term_str,weight
crowd,2.0
crowded,2.0
crowds,0.0
crown,0.0
cru,5.0
crude,0.0
crumble,0.0
crunch,2.0
crunchy,4.0
crus,1.0
crush,-2.0
crushed,4.0
crust,1.0
crusted,4.0
crusty,0.0
cruz,1.0
cry,0.0
crystal,2.0
crystalline,3.0
crystallized,1.0
crème,5.0
crémant,1.0
créme,0.0
crême,1.0
cucumber,2.0
cuddly,1.0
cuisine,-8.0
culinary,0.0
culminate,1.0
culminates,0.0
culminating,1.0
cult,3.0
cumin,1.0
cup,0.0
cups,0.0
curd,5.0
curds,0.0
cured,-3.0
curiosity,2.0
curious,-2.0
curiously,1.0
curled,0.0
curls,0.0
currant,-1.0
currants,5.0
current,0.0
currently,1.0
curry,-2.0
curtain,0.0
curvy,0.0
cushion,-1.0
cushioned,1.0
cushions,1.0
cusp,0.0
custard,0.0
custardy,0.0
custom,-2.0
customary,0.0
cut,2.0
cute,-1.0
cuts,-4.0
cutting,1.0
cuttings,0.0
cuvée,4.0
cuvées,0.0
cvne,0.0
cwg,0.0
cèdre,0.0
côte,1.0
côtes,0.0
daffodil,1.0
dainty,1.0
dairy,0.0
damask,0.0
damnés,0.0
damp,-3.0
damson,3.0
damsons,0.0
dan,0.0
dance,0.0
dances,4.0
dancing,0.0
dandelion,0.0
dangerously,0.0
dank,-3.0
daou,1.0
dare,1.0
dark,3.0
darken,0.0
darker,4.0
darkest,1.0
darkly,1.0
darkness,1.0
dash,1.0
dashes,0.0
date,0.0
dates,-1.0
dating,-1.0
daughter,0.0
daughters,-2.0
dave,0.0
david,0.0
davis,0.0
day,1.0
days,0.0
dazzle,4.0
dazzled,0.0
dazzles,5.0
dazzling,8.0
dazzlingly,0.0
dead,0.0
deal,1.0
dealing,0.0
deals,0.0
debut,0.0
decade,8.0
decadence,1.0
decadent,7.0
decadently,2.0
decades,4.0
decant,3.0
decanted,0.0
decanter,1.0
decanting,3.0
december,0.0
decent,-9.0
decently,0.0
deceptive,2.0
deceptively,1.0
decide,0.0
decided,0.0
decidedly,3.0
decipher,0.0
decision,0.0
declared,1.0
decline,-4.0
decorate,0.0
decorated,0.0
decorates,0.0
decorating,0.0
dedicated,0.0
deep,9.0
deepen,0.0
deeper,6.0
deeply,0.0
deficient,0.0
defies,0.0
define,-2.0
defined,0.0
defines,5.0
defining,2.0
definite,2.0
definitely,-2.0
definition,2.0
definitive,0.0
deft,2.0
deftly,1.0
deftness,0.0
degree,1.0
degrees,-1.0
del,1.0
delectable,3.0
delicacy,3.0
delicate,5.0
delicately,8.0
delicious,16.0
deliciously,8.0
deliciousness,4.0
delight,1.0
delightful,7.0
delightfully,2.0
delights,1.0
delineated,2.0
delineation,1.0
deliriously,0.0
deliver,-2.0
delivered,1.0
delivering,1.0
delivers,6.0
delivery,3.0
delve,0.0
delves,1.0
delving,0.0
demand,-1.0
demanding,0.0
demands,5.0
demeanor,-1.0
demerara,1.0
demonstrates,0.0
demonstrating,0.0
demonstration,0.0
demure,0.0
denis,1.0
denomination,0.0
dense,6.0
densely,7.0
denseness,0.0
densest,0.0
density,6.0
denying,1.0
departure,1.0
dependable,1.0
depending,1.0
depth,14.0
depths,0.0
der,0.0
derived,0.0
derives,0.0
des,1.0
describe,1.0
described,2.0
describes,3.0
description,2.0
descriptors,0.0
desert,1.0
deserves,2.0
desiccated,0.0
design,1.0
designate,1.0
designated,-2.0
designates,2.0
designation,0.0
designed,2.0
designer,-1.0
desirable,0.0
desired,0.0
desires,0.0
desperately,0.0
despite,-3.0
dessert,0.0
desserts,-2.0
dessicated,0.0
destined,0.0
detail,8.0
detailed,4.0
details,7.0
detect,1.0
detectable,0.0
detected,0.0
determination,0.0
determined,0.0
detert,0.0
detonates,0.0
detonation,0.0
detract,0.0
detracting,0.0
detracts,-3.0
deutz,3.0
deux,-2.0
develop,8.0
developed,0.0
developing,8.0
development,1.0
develops,3.0
devil,0.0
devillard,0.0
devoid,0.0
devolves,-5.0
devotion,2.0
dew,0.0
dewy,1.0
dialed,-2.0
diamond,1.0
dick,1.0
diesel,1.0
difference,-2.0
different,2.0
differentiate,0.0
differentiates,0.0
difficult,-1.0
difficulties,-3.0
difficulty,0.0
diffuse,0.0
dig,2.0
dijon,0.0
dill,2.0
dillon,2.0
dilute,-5.0
diluted,-2.0
dilution,0.0
dimension,1.0
dimensional,-6.0
dimensions,1.0
diminish,0.0
diminished,-2.0
dining,0.0
dinner,-3.0
dionysus,0.0
dioxide,1.0
dipped,0.0
direct,3.0
directed,0.0
direction,5.0
directions,1.0
directly,0.0
dirt,0.0
dirty,0.0
disagreeable,-2.0
disagreeably,0.0
disappear,0.0
disappears,0.0
disappoint,1.0
disappointing,-6.0
disappointingly,-1.0
disappointment,-3.0
disarming,1.0
discern,-2.0
discerned,0.0
discernible,0.0
discloses,1.0
discordant,-1.0
discover,0.0
discovery,-1.0
discreet,0.0
disgorged,5.0
disgorgement,0.0
disgorging,0.0
dish,1.0
dishes,-9.0
disjointed,-3.0
disparate,0.0
display,3.0
displayed,1.0
displaying,0.0
displays,1.0
disposition,3.0
dissipate,0.0
dissipates,0.0
dissolve,0.0
distance,5.0
distant,0.0
distinct,8.0
distinction,0.0
distinctive,1.0
distinctly,1.0
distinguish,0.0
distinguished,8.0
distinguishes,1.0
distract,-2.0
distracting,0.0
distraction,-1.0
distracts,-1.0
district,0.0
disturbing,0.0
ditto,0.0
dive,0.0
diverse,0.0
diversity,0.0
dives,1.0
divide,0.0
divine,1.0
diving,0.0
dix,0.0
dizzying,0.0
dog,0.0
dogs,-2.0
dolce,0.0
dolcetto,0.0
doles,0.0
doling,0.0
dollop,-1.0
dollops,1.0
domaine,2.0
domestic,1.0
dominance,2.0
dominant,3.0
dominate,-3.0
dominated,0.0
dominates,4.0
dominating,0.0
dona,0.0
done,-1.0
donum,0.0
dooley,0.0
doon,0.0
door,0.0
dormant,0.0
dornfelder,0.0
dos,0.0
dosage,3.0
dose,-5.0
dosed,0.0
doses,0.0
dot,0.0
dotted,2.0
double,-1.0
doubt,1.0
doubting,0.0
doug,2.0
dough,-4.0
doughy,0.0
douro,3.0
dow,0.0
downhill,-3.0
downright,-1.0
downside,0.0
dozen,0.0
doña,0.0
drab,0.0
drags,0.0
drama,0.0
dramatic,3.0
dramatically,6.0
draped,0.0
draw,4.0
drawback,-2.0
drawing,-1.0
drawn,4.0
draws,1.0
dream,-1.0
dreamy,0.0
drenched,0.0
dressed,0.0
dressing,1.0
drew,0.0
dried,8.0
drier,-2.0
dries,0.0
driest,0.0
drily,0.0
drink,4.0
drinkability,1.0
drinkable,6.0
drinker,0.0
drinkers,-1.0
drinking,-7.0
drinks,0.0
dripping,-1.0
drive,2.0
driven,5.0
drives,1.0
driving,1.0
drizzle,0.0
drizzled,2.0
drop,1.0
dropping,0.0
drops,1.0
drouhin,1.0
drown,0.0
drum,1.0
drunk,-3.0
dry,-3.0
drying,0.0
dryish,0.0
dryness,-1.0
dubourdieu,0.0
dubrul,0.0
duck,-4.0
duckhorn,0.0
ducru,0.0
due,-3.0
duero,1.0
dull,-7.0
dullness,-5.0
dundee,0.0
dunham,1.0
duo,0.0
duras,0.0
durell,2.0
dust,2.0
dusted,2.0
dustiness,0.0
dusting,2.0
dustings,0.0
dusty,2.0
dutton,1.0
duty,0.0
duval,2.0
dying,0.0
dynamic,4.0
dynamite,1.0
dão,1.0
eagerly,0.0
earl,4.0
earlier,0.0
earliest,0.0
early,2.0
earn,-1.0
earned,0.0
earns,0.0
earth,3.0
earthen,-1.0
earthier,1.0
earthiness,5.0
earthy,-1.0
ease,5.0
easily,5.0
east,3.0
eastern,3.0
easton,0.0
eastside,1.0
easy,-9.0
easygoing,-5.0
ebullient,0.0
eccentric,-2.0
echo,0.0
echoed,0.0
echoes,1.0
echoing,0.0
echézeaux,0.0
eclectic,-3.0
ecovalley,0.0
eden,2.0
edgar,0.0
edge,-1.0
edged,-1.0
edges,-1.0
edginess,0.0
edging,0.0
edgy,1.0
edifice,0.0
edition,3.0
editors,1.0
edna,0.0
edwards,0.0
effect,-1.0
effectively,0.0
effervescence,-2.0
effervescent,0.0
effort,1.0
effortlessly,6.0
efforts,-1.0
effusive,-2.0
effusively,0.0
egg,-2.0
eggs,0.0
eggy,0.0
eguren,0.0
ehren,0.0
eight,-2.0
eiswein,4.0
eisweins,0.0
either,1.0
elaborate,3.0
elaborated,1.0
elaborately,-1.0
elastic,0.0
elderberries,0.0
elderberry,6.0
elderflower,0.0
elderflowers,0.0
electric,1.0
electricity,0.0
elegance,10.0
elegant,15.0
elegantly,4.0
element,4.0
elements,6.0
elena,2.0
elevate,0.0
elevated,-4.0
elevates,1.0
elevation,0.0
elevations,-1.0
elite,1.0
elixir,0.0
elizabeth,0.0
elqui,0.0
else,-3.0
elsewhere,0.0
elusive,3.0
elusively,0.0
elvio,0.0
emanate,0.0
emanates,2.0
embedded,0.0
ember,0.0
embodies,0.0
embrace,1.0
embraces,1.0
emerge,4.0
emerges,1.0
emerging,-3.0
emilio,4.0
emilion,-4.0
eminently,0.0
emphasis,7.0
emphasize,0.0
emphasized,0.0
emphasizes,0.0
emphasizing,-1.0
empty,1.0
enable,0.0
encapsulates,0.0
encased,0.0
enchanting,0.0
enclave,0.0
enclosed,-2.0
encompassing,0.0
encore,0.0
encounter,0.0
encountered,0.0
encouraging,0.0
end,-1.0
ending,4.0
endless,7.0
endlessly,3.0
endnote,-1.0
endnotes,0.0
endowed,1.0
ends,-1.0
endurance,1.0
enduring,0.0
energetic,3.0
energized,0.0
energizes,2.0
energizing,-1.0
energy,5.0
engaging,4.0
english,0.0
enhance,0.0
enhanced,3.0
enhances,1.0
enhancing,0.0
enjoy,5.0
enjoyable,1.0
enjoyed,0.0
enjoying,0.0
enjoyment,-1.0
enjoys,1.0
enlightening,0.0
enliven,3.0
enlivened,1.0
enlivening,1.0
enlivens,0.0
enologist,0.0
enormous,4.0
enormously,-2.0
enough,0.0
enriched,-2.0
ensemble,0.0
ensure,0.0
ensures,-1.0
ensuring,0.0
enter,0.0
entered,0.0
entering,0.0
enters,0.0
entertain,-2.0
entertaining,0.0
enthusiastic,-6.0
entice,0.0
entices,1.0
enticing,1.0
enticingly,0.0
entire,1.0
entirely,4.0
entrance,-1.0
entre,-2.0
entrepreneur,0.0
entry,-1.0
entwined,0.0
envelope,0.0
enveloped,4.0
envelopes,0.0
enveloping,1.0
envelops,-1.0
enviable,0.0
enwrap,0.0
eola,0.0
ephemeral,0.0
epitome,0.0
epitomizes,2.0
epoque,0.0
equal,2.0
equally,-2.0
equation,0.0
equivalent,1.0
era,0.0
eraser,0.0
erath,0.0
eric,0.0
ernst,1.0
erupts,0.0
escape,-1.0
especially,2.0
espresso,3.0
esque,0.0
essence,2.0
essences,1.0
essential,0.0
essentially,1.0
established,0.0
establishes,1.0
estate,3.0
estates,-1.0
esteemed,1.0
estournel,2.0
estèphe,0.0
etched,4.0
eternal,0.0
ethereal,10.0
ethereally,3.0
ethnic,-6.0
etna,-1.0
eucalyptus,1.0
eugénie,0.0
european,1.0
evaluate,-1.0
even,4.0
evening,1.0
evenly,-1.0
event,0.0
events,-1.0
eventually,-1.0
ever,5.0
everlasting,1.0
every,6.0
everyday,-8.0
everyone,0.0
everything,8.0
everywhere,0.0
evidence,0.0
evidenced,0.0
evident,4.0
evidently,0.0
evocation,1.0
evocative,2.0
evoked,0.0
evokes,1.0
evoking,0.0
evolution,1.0
evolve,1.0
evolved,0.0
evolves,5.0
evolving,1.0
exact,0.0
exactly,2.0
exaggerate,1.0
exaggerated,4.0
exaggerates,0.0
example,-1.0
examples,-1.0
exceedingly,0.0
exceeds,1.0
excelled,0.0
excellence,2.0
excellent,12.0
excellently,0.0
excels,3.0
except,0.0
exception,3.0
exceptional,11.0
exceptionally,-1.0
excess,1.0
excessive,-4.0
excessively,0.0
excite,0.0
excited,0.0
excitement,-1.0
excites,2.0
exciting,6.0
exclusively,0.0
executed,0.0
execution,1.0
exemplary,2.0
exemplifies,0.0
exhibit,1.0
exhibiting,0.0
exhibits,1.0
exhilarating,0.0
exist,0.0
exists,2.0
exits,1.0
exotic,6.0
exotically,-2.0
expand,3.0
expanding,1.0
expands,3.0
expansive,4.0
expect,-1.0
expectations,-1.0
expected,3.0
expense,0.0
expensive,1.0
experience,-1.0
experiment,2.0
experimental,-1.0
experimentation,0.0
expert,6.0
expertise,1.0
expertly,2.0
explain,-1.0
explode,1.0
explodes,4.0
exploding,2.0
exploration,0.0
explore,1.0
exploring,0.0
explosion,7.0
explosions,2.0
explosive,3.0
explosively,2.0
exposed,0.0
exposure,0.0
express,1.0
expressed,0.0
expresses,5.0
expressing,0.0
expression,2.0
expressions,1.0
expressive,-1.0
exquisite,8.0
exquisitely,4.0
extend,1.0
extended,5.0
extending,0.0
extends,5.0
extensive,0.0
extent,-1.0
exterior,3.0
extinct,0.0
extra,-5.0
extract,0.0
extracted,-3.0
extraction,2.0
extracts,0.0
extraordinarily,4.0
extraordinary,3.0
extravagant,0.0
extravagantly,0.0
extremadura,0.0
extreme,4.0
extremely,1.0
extremes,1.0
exuberance,2.0
exuberant,6.0
exuberantly,0.0
exude,1.0
exudes,2.0
exuding,1.0
eye,-2.0
eyrie,0.0
fabric,0.0
fabulous,3.0
fabulously,3.0
facade,0.0
face,-1.0
faced,1.0
faces,0.0
facets,0.0
facing,4.0
fact,-5.0
factor,1.0
fade,2.0
faded,-1.0
fades,-1.0
fading,-6.0
fail,0.0
failla,0.0
fails,-4.0
faint,0.0
faintest,3.0
faintly,2.0
fair,-3.0
fairly,-4.0
faithful,0.0
faiveley,1.0
fake,0.0
falanghina,0.0
falcone,1.0
fall,-3.0
fallen,0.0
falling,0.0
falls,-2.0
fame,0.0
famed,-1.0
familiar,1.0
families,2.0
family,-1.0
famous,1.0
famously,0.0
fan,0.0
fancy,-1.0
fans,-4.0
fantastic,5.0
fantastically,1.0
far,4.0
fare,-4.0
fared,-1.0
farm,1.0
farmed,3.0
farming,0.0
farmyard,0.0
farrell,0.0
fascinating,10.0
fascination,0.0
fashion,-1.0
fashionable,1.0
fashioned,-2.0
fast,-3.0
fat,2.0
fate,-1.0
father,0.0
fathom,-2.0
fatter,0.0
fatty,-3.0
fault,0.0
faultline,0.0
faults,-1.0
faux,0.0
favor,-2.0
favored,-2.0
favorite,5.0
favorites,0.0
favors,0.0
feast,2.0
feat,1.0
feather,2.0
featherlight,0.0
feathery,0.0
feature,0.0
featured,0.0
features,4.0
featuring,0.0
february,-2.0
feeble,0.0
feed,1.0
feeds,-1.0
feel,-1.0
feeling,-5.0
feels,0.0
feet,5.0
feline,-1.0
felt,0.0
feminine,4.0
fenestra,0.0
fennel,6.0
feral,5.0
ferment,0.0
fermentation,1.0
fermented,1.0
fermenter,0.0
fermenters,0.0
fermenting,0.0
fern,0.0
fernão,0.0
ferreira,0.0
ferreirinha,0.0
ferrer,-1.0
ferrington,0.0
fess,1.0
fiano,0.0
fiddle,-1.0
field,4.0
fields,0.0
fierce,2.0
fiercely,1.0
fiery,-3.0
fifteen,0.0
fifth,0.0
fig,9.0
figeac,2.0
figgins,0.0
fights,-1.0
figs,3.0
figure,-1.0
figured,0.0
filigreed,4.0
filings,0.0
fill,3.0
filled,7.0
filling,2.0
fillip,2.0
fills,2.0
final,9.0
finale,0.0
finally,2.0
find,4.0
finding,1.0
findings,0.0
finds,1.0
fine,9.0
finely,0.0
finesse,7.0
finessed,3.0
finest,4.0
finger,0.0
finicky,0.0
finish,0.0
finished,1.0
finishes,-3.0
finishing,4.0
fino,1.0
fintan,0.0
fiore,-1.0
fir,3.0
fire,-1.0
firm,6.0
firmer,3.0
firmly,4.0
firmness,2.0
firms,0.0
first,3.0
fish,-2.0
fishy,-2.0
fist,0.0
fistfuls,0.0
fit,-2.0
fits,4.0
fitting,0.0
five,1.0
fizz,3.0
fizzes,2.0
fizzing,0.0
fizzy,-2.0
flabbiness,0.0
flabby,-2.0
flaccid,0.0
flagship,0.0
flair,1.0
flake,0.0
flakes,0.0
flaky,0.0
flamboyance,0.0
flamboyant,3.0
flamboyantly,0.0
flank,0.0
flash,2.0
flashes,0.0
flashy,4.0
flat,-12.0
flatness,0.0
flattens,-2.0
flatter,0.0
flattering,1.0
flatters,0.0
flavor,-2.0
flavored,-8.0
flavorful,7.0
flavoring,0.0
flavorings,0.0
flavors,0.0
flavorwise,1.0
flawed,0.0
flawless,1.0
flaws,0.0
flecked,-2.0
flecks,0.0
fledged,0.0
fleeting,-5.0
fleetingly,0.0
flesh,2.0
fleshed,0.0
fleshiness,0.0
fleshing,0.0
fleshy,2.0
fletcher,2.0
flight,2.0
flimsy,0.0
flint,3.0
flinty,3.0
flirts,0.0
flirty,0.0
float,3.0
floating,3.0
flood,1.0
flooding,0.0
floods,2.0
floor,3.0
floral,4.0
florality,2.0
florals,0.0
flourish,-1.0
flourishes,2.0
flow,0.0
flower,3.0
flowers,3.0
flowery,-2.0
flowing,-1.0
flows,0.0
fluffy,0.0
fluid,3.0
fluidity,1.0
flurry,0.0
flush,2.0
foam,0.0
foaming,0.0
foams,0.0
foamy,0.0
focal,0.0
focus,3.0
focused,7.0
focuses,0.0
focusing,0.0
fog,1.0
fogarty,0.0
foggy,0.0
foil,4.0
fold,-1.0
folded,0.0
folds,0.0
foley,2.0
foliage,-2.0
folks,0.0
follette,0.0
follow,-1.0
followed,0.0
following,1.0
follows,1.0
followup,0.0
folly,0.0
fonseca,0.0
food,-6.0
foods,0.0
fool,0.0
foot,0.0
footed,4.0
foothills,-2.0
footing,0.0
footprint,0.0
foray,0.0
force,7.0
forced,0.0
forceful,1.0
forcefully,2.0
forces,1.0
fore,4.0
forefront,2.0
foreground,0.0
foreshadow,0.0
forest,6.0
forested,0.0
forests,0.0
forestville,0.0
foresty,1.0
forever,0.0
forewarned,0.0
forget,3.0
forgiving,1.0
forgotten,-1.0
fork,-1.0
form,3.0
forman,0.0
format,2.0
formation,0.0
formed,-1.0
former,-1.0
formerly,1.0
formidable,0.0
forming,0.0
forms,-5.0
forrester,0.0
fort,0.0
forth,1.0
fortified,2.0
fortress,1.0
fortunate,0.0
fortunately,-6.0
forward,3.0
forwardness,0.0
foul,0.0
found,-1.0
foundation,4.0
founded,-1.0
founder,0.0
founding,1.0
four,1.0
foursquare,6.0
fourth,-1.0
fowl,-2.0
foxen,0.0
foxy,-2.0
fragrance,3.0
fragrances,2.0
fragrant,6.0
frail,0.0
frame,-2.0
framed,8.0
frames,-2.0
framework,4.0
framing,0.0
franc,2.0
franca,1.0
france,-2.0
francis,0.0
francisco,1.0
franco,0.0
francs,1.0
frank,0.0
frankly,1.0
franscioni,2.0
frappato,0.0
fray,0.0
frazier,0.0
free,0.0
freedom,0.0
freesia,0.0
freestone,1.0
freixenet,0.0
french,1.0
frequently,1.0
frescobaldi,0.0
fresh,2.0
freshen,0.0
freshened,0.0
freshener,-2.0
freshens,0.0
fresher,0.0
freshest,-2.0
freshly,2.0
freshness,3.0
fresne,0.0
fried,-1.0
friend,0.0
friendliness,0.0
friendly,-5.0
friends,-1.0
fringe,-1.0
fringed,1.0
fringes,0.0
friulano,2.0
friuli,0.0
frizzante,0.0
frizzy,0.0
frog,2.0
fronds,2.0
front,1.0
fronts,1.0
froth,0.0
frothy,0.0
frozen,1.0
fruit,2.0
fruitcake,1.0
fruited,-2.0
fruitful,0.0
fruitier,1.0
fruitiness,2.0
fruitless,0.0
fruits,2.0
fruity,-1.0
fudge,7.0
fuel,0.0
fueled,-1.0
fuissé,0.0
fulfilling,0.0
fulfills,0.0
full,4.0
fuller,-2.0
fullness,3.0
fully,3.0
fulsome,1.0
fumé,0.0
fun,-2.0
fundamentally,0.0
fungus,0.0
funk,6.0
funkiness,2.0
funky,0.0
fur,0.0
furmint,5.0
furniture,0.0
furry,-1.0
furthermore,0.0
fusion,0.0
fuss,0.0
fussy,0.0
future,10.0
fuzz,0.0
fuzzy,1.0
fynbos,0.0
gaffelière,1.0
gaillac,0.0
gain,2.0
gained,0.0
gainey,1.0
gaining,0.0
gains,0.0
gaja,0.0
gala,0.0
gallery,0.0
gallo,0.0
galore,0.0
galzignato,0.0
gamay,-2.0
game,6.0
gamey,0.0
gaminess,0.0
gamut,0.0
gamy,-2.0
ganache,0.0
gap,0.0
gaps,1.0
garcia,0.0
garden,2.0
gardenia,0.0
garganega,0.0
garlic,0.0
garnacha,1.0
garnet,0.0
garni,0.0
garrigue,3.0
gary,0.0
garys,0.0
gas,0.0
gascony,-2.0
gaseous,-1.0
gasoline,0.0
gassiness,0.0
gassy,-2.0
gate,0.0
gates,0.0
gather,0.0
gathering,0.0
gatherings,0.0
gathers,0.0
gatos,0.0
gave,0.0
gavin,1.0
gear,0.0
gears,0.0
gel,0.0
gem,1.0
gems,0.0
general,1.0
generally,-2.0
generated,0.0
generation,-3.0
generations,0.0
generic,-8.0
generosity,4.0
generous,7.0
generously,1.0
genevieve,0.0
genie,0.0
genre,0.0
gentle,-5.0
gentlest,0.0
gently,0.0
genuine,4.0
georges,1.0
georgian,-1.0
geranium,-1.0
geraniums,0.0
german,3.0
germany,0.0
get,-2.0
gets,2.0
getting,2.0
gevrey,0.0
gewurztraminer,-1.0
gewächs,0.0
gewürz,-6.0
gewürztraminer,-5.0
ghost,-1.0
gialla,0.0
giant,4.0
gigantic,1.0
gilded,0.0
gilroy,-1.0
ginger,4.0
gingerbread,2.0
gingersnap,1.0
gingery,0.0
girded,1.0
girls,0.0
girth,0.0
giscours,0.0
giuseppe,0.0
give,-1.0
given,4.0
gives,0.0
giving,3.0
glacé,0.0
glamorous,1.0
glaring,0.0
glass,5.0
glaze,0.0
glazed,-2.0
glee,1.0
glide,1.0
glidepath,0.0
glides,2.0
gliding,1.0
glimmers,1.0
glimpse,0.0
glimpsed,0.0
glimpses,-2.0
glint,0.0
glints,2.0
global,-1.0
globular,0.0
gloria,0.0
glorious,2.0
gloriously,1.0
glory,0.0
glossy,-1.0
glove,0.0
gloves,0.0
glow,1.0
glowing,0.0
gluey,-1.0
glycerine,0.0
glyceriney,1.0
goat,1.0
godello,0.0
goes,-3.0
going,1.0
gold,3.0
golden,-3.0
goldeneye,0.0
goldridge,0.0
goldschmidt,0.0
gone,0.0
gonzález,0.0
good,-3.0
goodness,2.0
goods,2.0
gooey,0.0
gooseberries,0.0
gooseberry,-4.0
gorge,0.0
gorgeous,15.0
gorgeously,1.0
gossamer,0.0
gosset,0.0
got,5.0
gotten,0.0
governed,0.0
grab,-1.0
grabber,0.0
grabbing,2.0
grabby,3.0
grabs,0.0
grace,6.0
graceful,7.0
gracefully,5.0
graces,2.0
graciano,1.0
grade,0.0
gradually,0.0
graham,1.0
grain,2.0
grained,-1.0
grainy,-3.0
gran,2.0
grand,3.0
grande,0.0
grandest,1.0
grandeur,0.0
grandfather,0.0
grandiose,0.0
grands,0.0
grandson,0.0
grange,2.0
granite,1.0
granny,1.0
granola,-1.0
granular,0.0
grape,-1.0
grapefruit,6.0
grapefruits,0.0
grapefruity,0.0
grapes,0.0
grapeseed,0.0
grapey,-3.0
graphite,7.0
grapy,0.0
grasp,0.0
grass,2.0
grassiness,-1.0
grassy,7.0
grated,0.0
gratification,0.0
gratifying,0.0
grating,-4.0
gravel,5.0
gravelly,6.0
gravenstein,0.0
gravitas,0.0
gravner,0.0
gray,-1.0
grazia,0.0
greasy,0.0
great,9.0
greater,-2.0
greatest,4.0
greatly,0.0
greatness,1.0
grechetto,0.0
greco,-1.0
greece,-2.0
greek,0.0
green,1.0
greener,-2.0
greengage,0.0
greenish,0.0
greenness,0.0
greens,-1.0
greenwood,0.0
greet,3.0
greeting,0.0
greets,0.0
greg,0.0
gregorio,0.0
grenache,7.0
grenadine,0.0
grenouilles,0.0
grew,0.0
grey,4.0
grid,0.0
grigio,-4.0
grill,2.0
grilled,1.0
grillo,0.0
grinding,0.0
grinds,-1.0
grip,3.0
gripping,-1.0
grippy,-1.0
gris,0.0
grit,0.0
grittiness,0.0
gritty,-9.0
grolleau,0.0
groove,0.0
grosses,0.0
grosso,0.0
ground,3.0
grounded,0.0
grounding,0.0
grounds,0.0
group,0.0
grove,0.0
grow,-1.0
grower,1.0
growers,-1.0
growing,0.0
grown,0.0
grows,1.0
growth,0.0
grüner,0.0
gsm,0.0
guarantee,3.0
guaranteed,0.0
guarantees,0.0
guard,0.0
guava,3.0
guedes,0.0
guess,0.0
guessed,0.0
guests,0.0
guided,1.0
guides,0.0
guiding,0.0
guigal,2.0
guise,0.0
gulp,-1.0
gum,-1.0
gumball,0.0
gumdrop,-1.0
gummy,-2.0
gums,2.0
gun,2.0
gunmetal,0.0
gunpowder,1.0
gusto,1.0
gutsy,0.0
guzzle,1.0
gym,0.0
gérard,0.0
hail,0.0
hailing,-2.0
hails,1.0
hair,0.0
half,2.0
hall,1.0
hallberg,1.0
hallmark,2.0
hallmarks,-1.0
ham,1.0
hamburger,0.0
hamburgers,0.0
hampered,0.0
hand,-6.0
handed,-1.0
handful,2.0
handfuls,0.0
handle,-1.0
handled,0.0
handles,0.0
handling,0.0
hands,4.0
handsome,3.0
hang,1.0
hanging,0.0
hangs,1.0
hangtime,0.0
hank,0.0
hanzell,0.0
happen,0.0
happening,0.0
happens,0.0
happily,0.0
happy,1.0
hard,0.0
hardened,-2.0
harder,1.0
hardly,-1.0
hardness,0.0
harlan,0.0
harmless,0.0
harmonious,2.0
harmoniously,0.0
harmonize,0.0
harmonizes,0.0
harmony,6.0
harper,1.0
harsh,-4.0
harshly,0.0
harshness,0.0
hartford,1.0
harvest,4.0
harvested,0.0
hat,0.0
hate,0.0
haul,0.0
haunt,0.0
haunting,1.0
haut,2.0
hawke,0.0
hay,-1.0
hayflower,0.0
haystack,0.0
haze,0.0
hazelnut,6.0
hazelnuts,1.0
hazy,0.0
head,-1.0
headed,0.0
headiness,0.0
heading,0.0
heads,-5.0
heady,5.0
healdsburg,0.0
health,0.0
healthy,-1.0
heap,0.0
heaping,0.0
heaps,1.0
heart,4.0
hearted,2.0
heartier,-2.0
hearty,0.0
heat,-5.0
heather,0.0
heating,0.0
heaven,1.0
heavier,-5.0
heavily,-6.0
heaviness,-3.0
heavy,-2.0
heavyweight,0.0
hedgerow,-3.0
hedonism,-2.0
hedonistic,4.0
heels,0.0
heft,-1.0
hefty,-3.0
heidi,0.0
heidsieck,0.0
height,0.0
heightened,-2.0
heightens,0.0
heights,3.0
heintz,0.0
heirloom,0.0
held,0.0
helen,1.0
helena,0.0
help,1.0
helped,-1.0
helping,3.0
helps,-2.0
hence,-2.0
hendry,0.0
henri,0.0
henriot,0.0
herb,-2.0
herbaceous,0.0
herbaceousness,1.0
herbal,-2.0
herbally,0.0
herbals,1.0
herbes,0.0
herbs,7.0
herdade,0.0
heritage,2.0
hermitage,0.0
hewn,0.0
hews,0.0
hibiscus,4.0
hickory,0.0
hidden,-1.0
hide,1.0
hides,0.0
hiding,-1.0
high,-1.0
higher,-1.0
highest,-1.0
highlands,0.0
highlight,5.0
highlighted,1.0
highlighting,1.0
highlights,6.0
highly,2.0
highway,0.0
hill,-1.0
hills,2.0
hillside,0.0
hillsides,0.0
hilltop,0.0
hilt,0.0
hint,1.0
hinted,-1.0
hinting,7.0
hints,1.0
hip,0.0
hips,3.0
hirsch,0.0
historic,-5.0
historically,0.0
history,-1.0
hit,-1.0
hits,1.0
hitting,-3.0
hobbs,0.0
hogsheads,2.0
hoisin,-1.0
hold,4.0
holding,2.0
holdings,1.0
holds,1.0
hole,0.0
hollow,2.0
hollowness,0.0
homage,0.0
home,-1.0
homer,0.0
honed,1.0
hones,-2.0
honest,4.0
honesty,0.0
honey,5.0
honeycomb,3.0
honeycrisp,0.0
honeydew,1.0
honeyed,5.0
honeysuckle,4.0
honor,0.0
honors,1.0
hooked,0.0
