term_str,bing_positive,bing_negative,bing_sentiment
freedom,1,0,1
freedoms,1,0,1
freeze,0,1,-1
freezes,0,1,-1
freezing,0,1,-1
frenetic,0,1,-1
frenetically,0,1,-1
frenzied,0,1,-1
frenzy,0,1,-1
fresh,1,0,1
fresher,1,0,1
freshest,1,0,1
fret,0,1,-1
fretful,0,1,-1
frets,0,1,-1
friction,0,1,-1
frictions,0,1,-1
fried,0,1,-1
friendliness,1,0,1
friendly,1,0,1
friggin,0,1,-1
frigging,0,1,-1
fright,0,1,-1
frighten,0,1,-1
frightening,0,1,-1
frighteningly,0,1,-1
frightful,0,1,-1
frightfully,0,1,-1
frigid,0,1,-1
frolic,1,0,1
frost,0,1,-1
frown,0,1,-1
froze,0,1,-1
frozen,0,1,-1
frugal,1,0,1
fruitful,1,0,1
fruitless,0,1,-1
fruitlessly,0,1,-1
frustrate,0,1,-1
frustrated,0,1,-1
frustrates,0,1,-1
frustrating,0,1,-1
frustratingly,0,1,-1
frustration,0,1,-1
frustrations,0,1,-1
ftw,1,0,1
fuck,0,1,-1
fucking,0,1,-1
fudge,0,1,-1
fugitive,0,1,-1
fulfillment,1,0,1
full-blown,0,1,-1
fulminate,0,1,-1
fumble,0,1,-1
fume,0,1,-1
fumes,0,1,-1
fun,1,0,1
fundamentalism,0,1,-1
funky,0,1,-1
funnily,0,1,-1
funny,0,1,-1
furious,0,1,-1
furiously,0,1,-1
furor,0,1,-1
fury,0,1,-1
fuss,0,1,-1
fussy,0,1,-1
fustigate,0,1,-1
fusty,0,1,-1
futile,0,1,-1
futilely,0,1,-1
futility,0,1,-1
futurestic,1,0,1
futuristic,1,0,1
fuzzy,0,1,-1
gabble,0,1,-1
gaff,0,1,-1
gaffe,0,1,-1
gaiety,1,0,1
gaily,1,0,1
gain,1,0,1
gained,1,0,1
gainful,1,0,1
gainfully,1,0,1
gaining,1,0,1
gains,1,0,1
gainsay,0,1,-1
gainsayer,0,1,-1
gall,0,1,-1
gallant,1,0,1
gallantly,1,0,1
galling,0,1,-1
gallingly,0,1,-1
galls,0,1,-1
galore,1,0,1
gangster,0,1,-1
gape,0,1,-1
garbage,0,1,-1
garish,0,1,-1
gasp,0,1,-1
gauche,0,1,-1
gaudy,0,1,-1
gawk,0,1,-1
gawky,0,1,-1
geekier,1,0,1
geeky,1,0,1
geezer,0,1,-1
gem,1,0,1
gems,1,0,1
generosity,1,0,1
generous,1,0,1
generously,1,0,1
genial,1,0,1
genius,1,0,1
genocide,0,1,-1
gentle,1,0,1
gentlest,1,0,1
genuine,1,0,1
get-rich,0,1,-1
ghastly,0,1,-1
ghetto,0,1,-1
ghosting,0,1,-1
gibber,0,1,-1
gibberish,0,1,-1
gibe,0,1,-1
giddy,0,1,-1
gifted,1,0,1
gimmick,0,1,-1
gimmicked,0,1,-1
gimmicking,0,1,-1
gimmicks,0,1,-1
gimmicky,0,1,-1
glad,1,0,1
gladden,1,0,1
gladly,1,0,1
gladness,1,0,1
glamorous,1,0,1
glare,0,1,-1
glaringly,0,1,-1
glee,1,0,1
gleeful,1,0,1
gleefully,1,0,1
glib,0,1,-1
glibly,0,1,-1
glimmer,1,0,1
glimmering,1,0,1
glisten,1,0,1
glistening,1,0,1
glitch,0,1,-1
glitches,0,1,-1
glitter,1,0,1
glitz,1,0,1
gloatingly,0,1,-1
gloom,0,1,-1
gloomy,0,1,-1
glorify,1,0,1
glorious,1,0,1
gloriously,1,0,1
glory,1,0,1
glow,1,0,1
glower,0,1,-1
glowing,1,0,1
glowingly,1,0,1
glum,0,1,-1
glut,0,1,-1
gnawing,0,1,-1
goad,0,1,-1
goading,0,1,-1
god-awful,0,1,-1
god-given,1,0,1
god-send,1,0,1
godlike,1,0,1
godsend,1,0,1
gold,1,0,1
golden,1,0,1
good,1,0,1
goodly,1,0,1
goodness,1,0,1
goodwill,1,0,1
goof,0,1,-1
goofy,0,1,-1
goon,0,1,-1
goood,1,0,1
gooood,1,0,1
gorgeous,1,0,1
gorgeously,1,0,1
gossip,0,1,-1
grace,1,0,1
graceful,1,0,1
gracefully,1,0,1
graceless,0,1,-1
gracelessly,0,1,-1
gracious,1,0,1
graciously,1,0,1
graciousness,1,0,1
graft,0,1,-1
grainy,0,1,-1
grand,1,0,1
grandeur,1,0,1
grapple,0,1,-1
grate,0,1,-1
grateful,1,0,1
gratefully,1,0,1
gratification,1,0,1
gratified,1,0,1
gratifies,1,0,1
gratify,1,0,1
gratifying,1,0,1
gratifyingly,1,0,1
grating,0,1,-1
gratitude,1,0,1
gravely,0,1,-1
greasy,0,1,-1
great,1,0,1
greatest,1,0,1
greatness,1,0,1
greed,0,1,-1
greedy,0,1,-1
grief,0,1,-1
grievance,0,1,-1
grievances,0,1,-1
grieve,0,1,-1
grieving,0,1,-1
grievous,0,1,-1
grievously,0,1,-1
grim,0,1,-1
grimace,0,1,-1
grin,1,0,1
grind,0,1,-1
gripe,0,1,-1
gripes,0,1,-1
grisly,0,1,-1
gritty,0,1,-1
gross,0,1,-1
grossly,0,1,-1
grotesque,0,1,-1
grouch,0,1,-1
grouchy,0,1,-1
groundbreaking,1,0,1
groundless,0,1,-1
grouse,0,1,-1
growl,0,1,-1
grudge,0,1,-1
grudges,0,1,-1
grudging,0,1,-1
grudgingly,0,1,-1
gruesome,0,1,-1
gruesomely,0,1,-1
gruff,0,1,-1
grumble,0,1,-1
grumpier,0,1,-1
grumpiest,0,1,-1
grumpily,0,1,-1
grumpish,0,1,-1
grumpy,0,1,-1
guarantee,1,0,1
guidance,1,0,1
guile,0,1,-1
guilt,0,1,-1
guiltily,0,1,-1
guiltless,1,0,1
guilty,0,1,-1
gullible,0,1,-1
gumption,1,0,1
gush,1,0,1
gusto,1,0,1
gutless,0,1,-1
gutsy,1,0,1
gutter,0,1,-1
hack,0,1,-1
hacks,0,1,-1
haggard,0,1,-1
haggle,0,1,-1
hail,1,0,1
hairloss,0,1,-1
halcyon,1,0,1
hale,1,0,1
halfhearted,0,1,-1
halfheartedly,0,1,-1
hallmark,1,0,1
hallmarks,1,0,1
hallowed,1,0,1
hallucinate,0,1,-1
hallucination,0,1,-1
hamper,0,1,-1
hampered,0,1,-1
handicapped,0,1,-1
handier,1,0,1
handily,1,0,1
hands-down,1,0,1
handsome,1,0,1
handsomely,1,0,1
handy,1,0,1
hang,0,1,-1
hangs,0,1,-1
haphazard,0,1,-1
hapless,0,1,-1
happier,1,0,1
happily,1,0,1
happiness,1,0,1
happy,1,0,1
harangue,0,1,-1
harass,0,1,-1
harassed,0,1,-1
harasses,0,1,-1
harassment,0,1,-1
harboring,0,1,-1
harbors,0,1,-1
hard,0,1,-1
hard-hit,0,1,-1
hard-line,0,1,-1
hard-liner,0,1,-1
hard-working,1,0,1
hardball,0,1,-1
harden,0,1,-1
hardened,0,1,-1
hardheaded,0,1,-1
hardhearted,0,1,-1
hardier,1,0,1
hardliner,0,1,-1
hardliners,0,1,-1
hardship,0,1,-1
hardships,0,1,-1
hardy,1,0,1
harm,0,1,-1
harmed,0,1,-1
harmful,0,1,-1
harmless,1,0,1
harmonious,1,0,1
harmoniously,1,0,1
harmonize,1,0,1
harmony,1,0,1
harms,0,1,-1
harpy,0,1,-1
harridan,0,1,-1
harried,0,1,-1
harrow,0,1,-1
harsh,0,1,-1
harshly,0,1,-1
hasseling,0,1,-1
hassle,0,1,-1
hassled,0,1,-1
hassles,0,1,-1
haste,0,1,-1
hastily,0,1,-1
hasty,0,1,-1
hate,0,1,-1
hated,0,1,-1
hateful,0,1,-1
hatefully,0,1,-1
hatefulness,0,1,-1
hater,0,1,-1
haters,0,1,-1
hates,0,1,-1
hating,0,1,-1
hatred,0,1,-1
haughtily,0,1,-1
haughty,0,1,-1
haunt,0,1,-1
haunting,0,1,-1
havoc,0,1,-1
hawkish,0,1,-1
haywire,0,1,-1
hazard,0,1,-1
hazardous,0,1,-1
haze,0,1,-1
hazy,0,1,-1
head-aches,0,1,-1
headache,0,1,-1
headaches,0,1,-1
headway,1,0,1
heal,1,0,1
healthful,1,0,1
healthy,1,0,1
heartbreaker,0,1,-1
heartbreaking,0,1,-1
heartbreakingly,0,1,-1
hearten,1,0,1
heartening,1,0,1
heartfelt,1,0,1
heartily,1,0,1
heartless,0,1,-1
heartwarming,1,0,1
heathen,0,1,-1
heaven,1,0,1
heavenly,1,0,1
heavy-handed,0,1,-1
heavyhearted,0,1,-1
heck,0,1,-1
heckle,0,1,-1
heckled,0,1,-1
heckles,0,1,-1
hectic,0,1,-1
hedge,0,1,-1
hedonistic,0,1,-1
heedless,0,1,-1
hefty,0,1,-1
hegemonism,0,1,-1
hegemonistic,0,1,-1
hegemony,0,1,-1
heinous,0,1,-1
hell,0,1,-1
hell-bent,0,1,-1
hellion,0,1,-1
hells,0,1,-1
helped,1,0,1
helpful,1,0,1
helping,1,0,1
helpless,0,1,-1
helplessly,0,1,-1
helplessness,0,1,-1
heresy,0,1,-1
heretic,0,1,-1
heretical,0,1,-1
hero,1,0,1
heroic,1,0,1
heroically,1,0,1
heroine,1,0,1
heroize,1,0,1
heros,1,0,1
hesitant,0,1,-1
hestitant,0,1,-1
hideous,0,1,-1
hideously,0,1,-1
hideousness,0,1,-1
high-priced,0,1,-1
high-quality,1,0,1
high-spirited,1,0,1
hilarious,1,0,1
hiliarious,0,1,-1
hinder,0,1,-1
hindrance,0,1,-1
hiss,0,1,-1
hissed,0,1,-1
hissing,0,1,-1
ho-hum,0,1,-1
hoard,0,1,-1
hoax,0,1,-1
hobble,0,1,-1
hogs,0,1,-1
hollow,0,1,-1
holy,1,0,1
homage,1,0,1
honest,1,0,1
honesty,1,0,1
honor,1,0,1
honorable,1,0,1
honored,1,0,1
honoring,1,0,1
hoodium,0,1,-1
hoodwink,0,1,-1
hooligan,0,1,-1
hooray,1,0,1
hopeful,1,0,1
hopeless,0,1,-1
hopelessly,0,1,-1
hopelessness,0,1,-1
horde,0,1,-1
horrendous,0,1,-1
horrendously,0,1,-1
horrible,0,1,-1
horrid,0,1,-1
horrific,0,1,-1
horrified,0,1,-1
horrifies,0,1,-1
horrify,0,1,-1
horrifying,0,1,-1
horrifys,0,1,-1
hospitable,1,0,1
hostage,0,1,-1
hostile,0,1,-1
hostilities,0,1,-1
hostility,0,1,-1
hot,1,0,1
hotbeds,0,1,-1
hotcake,1,0,1
hotcakes,1,0,1
hothead,0,1,-1
hotheaded,0,1,-1
hothouse,0,1,-1
hottest,1,0,1
hubris,0,1,-1
huckster,0,1,-1
hug,1,0,1
hum,0,1,-1
humane,1,0,1
humble,1,0,1
humid,0,1,-1
humiliate,0,1,-1
humiliating,0,1,-1
humiliation,0,1,-1
humility,1,0,1
humming,0,1,-1
humor,1,0,1
humorous,1,0,1
humorously,1,0,1
humour,1,0,1
humourous,1,0,1
hung,0,1,-1
hurt,0,1,-1
hurted,0,1,-1
hurtful,0,1,-1
hurting,0,1,-1
hurts,0,1,-1
hustler,0,1,-1
hype,0,1,-1
hypocricy,0,1,-1
hypocrisy,0,1,-1
hypocrite,0,1,-1
hypocrites,0,1,-1
hypocritical,0,1,-1
hypocritically,0,1,-1
hysteria,0,1,-1
hysteric,0,1,-1
hysterical,0,1,-1
hysterically,0,1,-1
hysterics,0,1,-1
ideal,1,0,1
idealize,1,0,1
ideally,1,0,1
idiocies,0,1,-1
idiocy,0,1,-1
idiot,0,1,-1
idiotic,0,1,-1
idiotically,0,1,-1
idiots,0,1,-1
idle,0,1,-1
idol,1,0,1
idolize,1,0,1
idolized,1,0,1
idyllic,1,0,1
ignoble,0,1,-1
ignominious,0,1,-1
ignominiously,0,1,-1
ignominy,0,1,-1
ignorance,0,1,-1
ignorant,0,1,-1
ignore,0,1,-1
ill-advised,0,1,-1
ill-conceived,0,1,-1
ill-defined,0,1,-1
ill-designed,0,1,-1
ill-fated,0,1,-1
ill-favored,0,1,-1
ill-formed,0,1,-1
ill-mannered,0,1,-1
ill-natured,0,1,-1
ill-sorted,0,1,-1
ill-tempered,0,1,-1
ill-treated,0,1,-1
ill-treatment,0,1,-1
ill-usage,0,1,-1
ill-used,0,1,-1
illegal,0,1,-1
illegally,0,1,-1
illegitimate,0,1,-1
illicit,0,1,-1
illiterate,0,1,-1
illness,0,1,-1
illogic,0,1,-1
illogical,0,1,-1
illogically,0,1,-1
illuminate,1,0,1
illuminati,1,0,1
illuminating,1,0,1
illumine,1,0,1
illusion,0,1,-1
illusions,0,1,-1
illusory,0,1,-1
illustrious,1,0,1
ilu,1,0,1
imaculate,1,0,1
imaginary,0,1,-1
imaginative,1,0,1
imbalance,0,1,-1
imbecile,0,1,-1
imbroglio,0,1,-1
immaculate,1,0,1
immaculately,1,0,1
immaterial,0,1,-1
immature,0,1,-1
immense,1,0,1
imminence,0,1,-1
imminently,0,1,-1
immobilized,0,1,-1
immoderate,0,1,-1
immoderately,0,1,-1
immodest,0,1,-1
immoral,0,1,-1
immorality,0,1,-1
immorally,0,1,-1
immovable,0,1,-1
impair,0,1,-1
impaired,0,1,-1
impartial,1,0,1
impartiality,1,0,1
impartially,1,0,1
impasse,0,1,-1
impassioned,1,0,1
impatience,0,1,-1
impatient,0,1,-1
impatiently,0,1,-1
impeach,0,1,-1
impeccable,1,0,1
impeccably,1,0,1
impedance,0,1,-1
impede,0,1,-1
impediment,0,1,-1
impending,0,1,-1
impenitent,0,1,-1
imperfect,0,1,-1
imperfection,0,1,-1
imperfections,0,1,-1
imperfectly,0,1,-1
imperialist,0,1,-1
imperil,0,1,-1
imperious,0,1,-1
imperiously,0,1,-1
impermissible,0,1,-1
impersonal,0,1,-1
impertinent,0,1,-1
impetuous,0,1,-1
impetuously,0,1,-1
impiety,0,1,-1
impinge,0,1,-1
impious,0,1,-1
implacable,0,1,-1
implausible,0,1,-1
implausibly,0,1,-1
implicate,0,1,-1
implication,0,1,-1
implode,0,1,-1
impolite,0,1,-1
impolitely,0,1,-1
impolitic,0,1,-1
important,1,0,1
importunate,0,1,-1
importune,0,1,-1
impose,0,1,-1
imposers,0,1,-1
imposing,0,1,-1
imposition,0,1,-1
impossible,0,1,-1
impossiblity,0,1,-1
impossibly,0,1,-1
impotent,0,1,-1
impoverish,0,1,-1
impoverished,0,1,-1
impractical,0,1,-1
imprecate,0,1,-1
imprecise,0,1,-1
imprecisely,0,1,-1
imprecision,0,1,-1
impress,1,0,1
impressed,1,0,1
impresses,1,0,1
impressive,1,0,1
impressively,1,0,1
impressiveness,1,0,1
imprison,0,1,-1
imprisonment,0,1,-1
improbability,0,1,-1
improbable,0,1,-1
improbably,0,1,-1
improper,0,1,-1
improperly,0,1,-1
impropriety,0,1,-1
improve,1,0,1
improved,1,0,1
improvement,1,0,1
improvements,1,0,1
improves,1,0,1
improving,1,0,1
imprudence,0,1,-1
imprudent,0,1,-1
impudence,0,1,-1
impudent,0,1,-1
impudently,0,1,-1
impugn,0,1,-1
impulsive,0,1,-1
impulsively,0,1,-1
impunity,0,1,-1
impure,0,1,-1
impurity,0,1,-1
inability,0,1,-1
inaccuracies,0,1,-1
inaccuracy,0,1,-1
inaccurate,0,1,-1
inaccurately,0,1,-1
inaction,0,1,-1
inactive,0,1,-1
inadequacy,0,1,-1
inadequate,0,1,-1
inadequately,0,1,-1
inadverent,0,1,-1
inadverently,0,1,-1
inadvisable,0,1,-1
inadvisably,0,1,-1
inane,0,1,-1
inanely,0,1,-1
inappropriate,0,1,-1
inappropriately,0,1,-1
inapt,0,1,-1
inaptitude,0,1,-1
inarticulate,0,1,-1
inattentive,0,1,-1
inaudible,0,1,-1
incapable,0,1,-1
incapably,0,1,-1
incautious,0,1,-1
incendiary,0,1,-1
incense,0,1,-1
incessant,0,1,-1
incessantly,0,1,-1
incite,0,1,-1
incitement,0,1,-1
incivility,0,1,-1
inclement,0,1,-1
incognizant,0,1,-1
incoherence,0,1,-1
incoherent,0,1,-1
incoherently,0,1,-1
incommensurate,0,1,-1
incomparable,0,1,-1
incomparably,0,1,-1
incompatability,0,1,-1
incompatibility,0,1,-1
incompatible,0,1,-1
incompetence,0,1,-1
incompetent,0,1,-1
incompetently,0,1,-1
incomplete,0,1,-1
incompliant,0,1,-1
incomprehensible,0,1,-1
incomprehension,0,1,-1
inconceivable,0,1,-1
inconceivably,0,1,-1
incongruous,0,1,-1
incongruously,0,1,-1
inconsequent,0,1,-1
inconsequential,0,1,-1
inconsequentially,0,1,-1
inconsequently,0,1,-1
inconsiderate,0,1,-1
inconsiderately,0,1,-1
inconsistence,0,1,-1
inconsistencies,0,1,-1
inconsistency,0,1,-1
inconsistent,0,1,-1
inconsolable,0,1,-1
inconsolably,0,1,-1
inconstant,0,1,-1
inconvenience,0,1,-1
inconveniently,0,1,-1
incorrect,0,1,-1
incorrectly,0,1,-1
incorrigible,0,1,-1
incorrigibly,0,1,-1
incredible,1,0,1
incredibly,1,0,1
incredulous,0,1,-1
incredulously,0,1,-1
inculcate,0,1,-1
indebted,1,0,1
indecency,0,1,-1
indecent,0,1,-1
indecently,0,1,-1
indecision,0,1,-1
indecisive,0,1,-1
indecisively,0,1,-1
indecorum,0,1,-1
indefensible,0,1,-1
indelicate,0,1,-1
indeterminable,0,1,-1
indeterminably,0,1,-1
indeterminate,0,1,-1
indifference,0,1,-1
indifferent,0,1,-1
indigent,0,1,-1
indignant,0,1,-1
indignantly,0,1,-1
indignation,0,1,-1
indignity,0,1,-1
indiscernible,0,1,-1
indiscreet,0,1,-1
indiscreetly,0,1,-1
indiscretion,0,1,-1
indiscriminate,0,1,-1
indiscriminately,0,1,-1
indiscriminating,0,1,-1
indistinguishable,0,1,-1
individualized,1,0,1
indoctrinate,0,1,-1
indoctrination,0,1,-1
indolent,0,1,-1
indulge,0,1,-1
indulgence,1,0,1
indulgent,1,0,1
industrious,1,0,1
ineffective,0,1,-1
ineffectively,0,1,-1
ineffectiveness,0,1,-1
ineffectual,0,1,-1
ineffectually,0,1,-1
ineffectualness,0,1,-1
inefficacious,0,1,-1
inefficacy,0,1,-1
inefficiency,0,1,-1
inefficient,0,1,-1
inefficiently,0,1,-1
inelegance,0,1,-1
inelegant,0,1,-1
ineligible,0,1,-1
ineloquent,0,1,-1
ineloquently,0,1,-1
inept,0,1,-1
ineptitude,0,1,-1
ineptly,0,1,-1
inequalities,0,1,-1
inequality,0,1,-1
inequitable,0,1,-1
inequitably,0,1,-1
inequities,0,1,-1
inescapable,0,1,-1
inescapably,0,1,-1
inessential,0,1,-1
inestimable,1,0,1
inestimably,1,0,1
inevitable,0,1,-1
inevitably,0,1,-1
inexcusable,0,1,-1
inexcusably,0,1,-1
inexorable,0,1,-1
inexorably,0,1,-1
inexpensive,1,0,1
inexperience,0,1,-1
inexperienced,0,1,-1
inexpert,0,1,-1
inexpertly,0,1,-1
inexpiable,0,1,-1
inexplainable,0,1,-1
inextricable,0,1,-1
inextricably,0,1,-1
infallibility,1,0,1
infallible,1,0,1
infallibly,1,0,1
infamous,0,1,-1
infamously,0,1,-1
infamy,0,1,-1
infected,0,1,-1
infection,0,1,-1
infections,0,1,-1
inferior,0,1,-1
inferiority,0,1,-1
infernal,0,1,-1
infest,0,1,-1
infested,0,1,-1
infidel,0,1,-1
infidels,0,1,-1
infiltrator,0,1,-1
infiltrators,0,1,-1
infirm,0,1,-1
inflame,0,1,-1
inflammation,0,1,-1
inflammatory,0,1,-1
inflammed,0,1,-1
inflated,0,1,-1
inflationary,0,1,-1
inflexible,0,1,-1
inflict,0,1,-1
influential,1,0,1
infraction,0,1,-1
infringe,0,1,-1
infringement,0,1,-1
infringements,0,1,-1
infuriate,0,1,-1
infuriated,0,1,-1
infuriating,0,1,-1
infuriatingly,0,1,-1
ingenious,1,0,1
ingeniously,1,0,1
ingenuity,1,0,1
ingenuous,1,0,1
ingenuously,1,0,1
inglorious,0,1,-1
ingrate,0,1,-1
ingratitude,0,1,-1
inhibit,0,1,-1
inhibition,0,1,-1
inhospitable,0,1,-1
inhospitality,0,1,-1
inhuman,0,1,-1
inhumane,0,1,-1
inhumanity,0,1,-1
inimical,0,1,-1
inimically,0,1,-1
iniquitous,0,1,-1
iniquity,0,1,-1
injudicious,0,1,-1
injure,0,1,-1
injurious,0,1,-1
injury,0,1,-1
injustice,0,1,-1
injustices,0,1,-1
innocuous,1,0,1
innovation,1,0,1
innovative,1,0,1
innuendo,0,1,-1
inoperable,0,1,-1
inopportune,0,1,-1
inordinate,0,1,-1
inordinately,0,1,-1
inpressed,1,0,1
insane,0,1,-1
insanely,0,1,-1
insanity,0,1,-1
insatiable,0,1,-1
insecure,0,1,-1
insecurity,0,1,-1
insensible,0,1,-1
insensitive,0,1,-1
insensitively,0,1,-1
insensitivity,0,1,-1
insidious,0,1,-1
insidiously,0,1,-1
insightful,1,0,1
insightfully,1,0,1
insignificance,0,1,-1
insignificant,0,1,-1
insignificantly,0,1,-1
insincere,0,1,-1
insincerely,0,1,-1
insincerity,0,1,-1
insinuate,0,1,-1
insinuating,0,1,-1
insinuation,0,1,-1
insociable,0,1,-1
insolence,0,1,-1
insolent,0,1,-1
insolently,0,1,-1
insolvent,0,1,-1
insouciance,0,1,-1
inspiration,1,0,1
inspirational,1,0,1
inspire,1,0,1
inspiring,1,0,1
instability,0,1,-1
instable,0,1,-1
instantly,1,0,1
instigate,0,1,-1
instigator,0,1,-1
instigators,0,1,-1
instructive,1,0,1
instrumental,1,0,1
insubordinate,0,1,-1
insubstantial,0,1,-1
insubstantially,0,1,-1
insufferable,0,1,-1
insufferably,0,1,-1
insufficiency,0,1,-1
insufficient,0,1,-1
insufficiently,0,1,-1
insular,0,1,-1
insult,0,1,-1
insulted,0,1,-1
insulting,0,1,-1
insultingly,0,1,-1
insults,0,1,-1
insupportable,0,1,-1
insupportably,0,1,-1
insurmountable,0,1,-1
insurmountably,0,1,-1
insurrection,0,1,-1
intefere,0,1,-1
inteferes,0,1,-1
integral,1,0,1
integrated,1,0,1
intelligence,1,0,1
intelligent,1,0,1
intelligible,1,0,1
intense,0,1,-1
interesting,1,0,1
interests,1,0,1
interfere,0,1,-1
interference,0,1,-1
interferes,0,1,-1
intermittent,0,1,-1
interrupt,0,1,-1
interruption,0,1,-1
interruptions,0,1,-1
intimacy,1,0,1
intimate,1,0,1
intimidate,0,1,-1
intimidating,0,1,-1
intimidatingly,0,1,-1
intimidation,0,1,-1
intolerable,0,1,-1
intolerablely,0,1,-1
intolerance,0,1,-1
intoxicate,0,1,-1
intractable,0,1,-1
intransigence,0,1,-1
intransigent,0,1,-1
intricate,1,0,1
intrigue,1,0,1
intriguing,1,0,1
intriguingly,1,0,1
intrude,0,1,-1
intrusion,0,1,-1
intrusive,0,1,-1
intuitive,1,0,1
inundate,0,1,-1
inundated,0,1,-1
invader,0,1,-1
invalid,0,1,-1
invalidate,0,1,-1
invalidity,0,1,-1
invaluable,1,0,1
invaluablely,1,0,1
invasive,0,1,-1
invective,0,1,-1
inveigle,0,1,-1
inventive,1,0,1
invidious,0,1,-1
invidiously,0,1,-1
invidiousness,0,1,-1
invigorate,1,0,1
invigorating,1,0,1
invincibility,1,0,1
invincible,1,0,1
inviolable,1,0,1
inviolate,1,0,1
invisible,0,1,-1
involuntarily,0,1,-1
involuntary,0,1,-1
invulnerable,1,0,1
irascible,0,1,-1
irate,0,1,-1
irately,0,1,-1
ire,0,1,-1
irk,0,1,-1
irked,0,1,-1
irking,0,1,-1
irks,0,1,-1
irksome,0,1,-1
irksomely,0,1,-1
irksomeness,0,1,-1
irksomenesses,0,1,-1
ironic,0,1,-1
ironical,0,1,-1
ironically,0,1,-1
ironies,0,1,-1
irony,0,1,-1
irragularity,0,1,-1
irrational,0,1,-1
irrationalities,0,1,-1
irrationality,0,1,-1
irrationally,0,1,-1
irrationals,0,1,-1
irreconcilable,0,1,-1
irrecoverable,0,1,-1
irrecoverableness,0,1,-1
irrecoverablenesses,0,1,-1
irrecoverably,0,1,-1
irredeemable,0,1,-1
irredeemably,0,1,-1
irreformable,0,1,-1
irregular,0,1,-1
irregularity,0,1,-1
irrelevance,0,1,-1
irrelevant,0,1,-1
irreparable,0,1,-1
irreplaceable,1,0,1
irreplacible,0,1,-1
irrepressible,0,1,-1
irreproachable,1,0,1
irresistible,1,0,1
irresistibly,1,0,1
irresolute,0,1,-1
irresolvable,0,1,-1
irresponsible,0,1,-1
irresponsibly,0,1,-1
irretating,0,1,-1
irretrievable,0,1,-1
irreversible,0,1,-1
irritable,0,1,-1
irritably,0,1,-1
irritant,0,1,-1
irritate,0,1,-1
irritated,0,1,-1
irritating,0,1,-1
irritation,0,1,-1
irritations,0,1,-1
isolate,0,1,-1
isolated,0,1,-1
isolation,0,1,-1
issue,0,1,-1
issue-free,1,0,1
issues,0,1,-1
itch,0,1,-1
itching,0,1,-1
itchy,0,1,-1
jabber,0,1,-1
jaded,0,1,-1
jagged,0,1,-1
jam,0,1,-1
jarring,0,1,-1
jaundiced,0,1,-1
jaw-droping,1,0,1
jaw-dropping,1,0,1
jealous,0,1,-1
jealously,0,1,-1
jealousness,0,1,-1
jealousy,0,1,-1
jeer,0,1,-1
jeering,0,1,-1
jeeringly,0,1,-1
jeers,0,1,-1
jeopardize,0,1,-1
jeopardy,0,1,-1
jerk,0,1,-1
jerky,0,1,-1
jitter,0,1,-1
jitters,0,1,-1
jittery,0,1,-1
job-killing,0,1,-1
jobless,0,1,-1
joke,0,1,-1
joker,0,1,-1
jollify,1,0,1
jolly,1,0,1
jolt,0,1,-1
jovial,1,0,1
joy,1,0,1
joyful,1,0,1
joyfully,1,0,1
joyous,1,0,1
joyously,1,0,1
jubilant,1,0,1
jubilantly,1,0,1
jubilate,1,0,1
jubilation,1,0,1
jubiliant,1,0,1
judder,0,1,-1
juddering,0,1,-1
judders,0,1,-1
judicious,1,0,1
jumpy,0,1,-1
junk,0,1,-1
junky,0,1,-1
junkyard,0,1,-1
justly,1,0,1
jutter,0,1,-1
jutters,0,1,-1
kaput,0,1,-1
keen,1,0,1
keenly,1,0,1
keenness,1,0,1
kid-friendly,1,0,1
kill,0,1,-1
killed,0,1,-1
killer,0,1,-1
killing,0,1,-1
killjoy,0,1,-1
kills,0,1,-1
kindliness,1,0,1
kindly,1,0,1
kindness,1,0,1
knave,0,1,-1
knife,0,1,-1
knock,0,1,-1
knotted,0,1,-1
knowledgeable,1,0,1
kook,0,1,-1
kooky,0,1,-1
kudos,1,0,1
lack,0,1,-1
lackadaisical,0,1,-1
lacked,0,1,-1
lackey,0,1,-1
lackeys,0,1,-1
lacking,0,1,-1
lackluster,0,1,-1
lacks,0,1,-1
laconic,0,1,-1
lag,0,1,-1
lagged,0,1,-1
lagging,0,1,-1
laggy,0,1,-1
lags,0,1,-1
laid-off,0,1,-1
lambast,0,1,-1
lambaste,0,1,-1
lame,0,1,-1
lame-duck,0,1,-1
lament,0,1,-1
lamentable,0,1,-1
lamentably,0,1,-1
languid,0,1,-1
languish,0,1,-1
languor,0,1,-1
languorous,0,1,-1
languorously,0,1,-1
lanky,0,1,-1
lapse,0,1,-1
lapsed,0,1,-1
lapses,0,1,-1
large-capacity,1,0,1
lascivious,0,1,-1
last-ditch,0,1,-1
latency,0,1,-1
laud,1,0,1
laudable,1,0,1
laudably,1,0,1
laughable,0,1,-1
laughably,0,1,-1
laughingstock,0,1,-1
lavish,1,0,1
lavishly,1,0,1
law-abiding,1,0,1
lawbreaker,0,1,-1
lawbreaking,0,1,-1
lawful,1,0,1
lawfully,1,0,1
lawless,0,1,-1
lawlessness,0,1,-1
layoff,0,1,-1
layoff-happy,0,1,-1
lazy,0,1,-1
lead,1,0,1
leading,1,0,1
leads,1,0,1
leak,0,1,-1
leakage,0,1,-1
leakages,0,1,-1
leaking,0,1,-1
leaks,0,1,-1
leaky,0,1,-1
lean,1,0,1
lech,0,1,-1
lecher,0,1,-1
